source_row_index,GrLivArea,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,years_since_remodel_2011,TotalBsmtSF,GarageArea,BedroomAbvGr,Fireplaces,WoodDeckSF,OpenPorchSF,sale_price_keur,distressed
273,1211.0,8250.0,5,5,1968,1968,43,952.0,322.0,3,1,0.0,63.0,277.145,0
274,1913.0,7558.0,6,6,1928,1950,61,896.0,342.0,3,1,0.0,0.0,319.388,0
275,1719.0,10846.0,8,5,1993,1993,18,1719.0,473.0,1,2,122.0,30.0,465.361,1
276,1659.0,5664.0,8,5,2000,2000,11,1501.0,499.0,2,1,212.0,59.0,509.076,0
277,1232.0,7314.0,7,5,2007,2007,4,1232.0,632.0,2,0,132.0,0.0,388.293,0
278,2019.0,11414.0,7,8,1910,1993,18,728.0,532.0,3,0,509.0,135.0,321.551,0
279,1690.0,8850.0,7,6,1916,1950,61,815.0,225.0,3,1,0.0,0.0,338.163,0
280,1616.0,5400.0,6,7,1926,2004,7,1149.0,216.0,3,0,0.0,0.0,321.44,0
281,2365.0,9430.0,8,5,1999,1999,12,1252.0,856.0,3,1,0.0,128.0,466.669,0
282,1342.0,9790.0,6,5,1967,1967,44,1372.0,457.0,3,1,0.0,0.0,385.582,0
283,1362.0,14115.0,5,5,1993,1995,16,796.0,480.0,1,0,40.0,30.0,310.66,0
284,1294.0,7153.0,6,5,1991,1991,20,1278.0,496.0,3,0,112.0,51.0,386.48,0
285,1479.0,9382.0,7,5,1999,2000,11,1468.0,577.0,3,0,120.0,25.0,416.209,1
286,1861.0,13450.0,7,5,2002,2002,9,916.0,492.0,3,0,146.0,91.0,433.013,0
287,1728.0,8791.0,6,5,2003,2003,8,864.0,673.0,3,0,216.0,56.0,442.829,0
288,2380.0,18450.0,6,5,1965,1979,32,1021.0,596.0,3,1,0.0,265.0,397.622,0
289,990.0,8070.0,4,5,1994,1995,16,990.0,0.0,3,0,0.0,0.0,295.143,0
290,1057.0,7420.0,5,5,1962,1962,49,1057.0,576.0,3,0,0.0,0.0,286.009,0
291,1065.0,8892.0,5,5,1960,1960,51,1065.0,461.0,3,0,74.0,0.0,235.961,1
292,1768.0,9803.0,7,5,2005,2005,6,866.0,603.0,3,0,0.0,108.0,441.085,0
293,1708.0,3363.0,7,5,2004,2004,7,976.0,380.0,3,0,0.0,40.0,370.379,0
294,2285.0,11000.0,8,5,2000,2000,11,969.0,648.0,4,1,0.0,56.0,519.546,0
295,1355.0,10106.0,5,7,1940,1999,12,644.0,0.0,4,0,140.0,0.0,195.235,0
296,2828.0,9965.0,8,5,2006,2007,4,1466.0,1052.0,4,1,125.0,144.0,561.485,0
297,1316.0,11175.0,7,5,2007,2007,4,1316.0,440.0,3,1,0.0,20.0,398.519,1
298,1092.0,8250.0,6,7,1964,1964,47,1092.0,504.0,3,0,0.0,0.0,293.887,0
299,1928.0,7082.0,5,8,1916,1995,16,686.0,0.0,5,0,0.0,0.0,255.57,0
